CREATED DATE,LOCATION,TOTAL_WASHES,FREE_WASHES,REDEEMED_WASHES,ELIGIBLE_WASHES,SALES,Conversions
4/28/2024,East Brunswick,894,0,566,328,44,0.134146
4/28/2024,Hazlet,667,0,416,251,38,0.151394
4/28/2024,Marlboro,341,0,204,137,26,0.189781
4/28/2024,Monmouth Junction,745,1,473,271,63,0.232472
4/28/2024,Oakhurst,252,0,125,127,22,0.173228
4/28/2024,Piscataway,481,9,312,160,29,0.18125
4/28/2024,Roselle,1100,0,719,381,64,0.167979
4/28/2024,Scotch Plains,238,0,123,115,29,0.252174
4/28/2024,Summit,592,1,354,237,30,0.126582
4/28/2024,Tices Lane,715,0,417,298,45,0.151007
4/28/2024,Westfield,581,6,351,224,43,0.191964
4/28/2024,Woodbridge,531,17,360,154,11,0.071429
4/29/2024,East Brunswick,746,16,561,169,19,0.112426
4/29/2024,Hazlet,589,0,418,171,26,0.152047
4/29/2024,Marlboro,230,0,169,61,12,0.196721
4/29/2024,Monmouth Junction,514,7,359,148,26,0.175676
4/29/2024,Oakhurst,301,0,178,123,19,0.154472
4/29/2024,Piscataway,418,4,328,86,24,0.27907
4/29/2024,Roselle,896,2,701,193,42,0.217617
4/29/2024,Scotch Plains,150,0,94,56,15,0.267857
4/29/2024,Summit,559,1,380,178,18,0.101124
4/29/2024,Tices Lane,490,1,360,129,14,0.108527
4/29/2024,Westfield,503,10,336,157,38,0.242038
4/29/2024,Woodbridge,574,13,425,136,14,0.102941
4/30/2024,East Brunswick,625,10,470,145,19,0.131034
4/30/2024,Hazlet,465,0,373,92,17,0.184783
4/30/2024,Marlboro,225,0,170,55,11,0.2
4/30/2024,Monmouth Junction,359,8,234,117,21,0.179487
4/30/2024,Oakhurst,201,0,122,79,10,0.126582
4/30/2024,Piscataway,290,11,217,62,19,0.306452
4/30/2024,Roselle,770,4,618,148,23,0.155405
4/30/2024,Scotch Plains,142,0,98,44,15,0.340909
4/30/2024,Summit,509,2,347,160,22,0.1375
4/30/2024,Tices Lane,425,0,325,100,13,0.13
4/30/2024,Westfield,380,6,247,127,24,0.188976
4/30/2024,Woodbridge,498,27,365,106,12,0.113208
5/1/2024,East Brunswick,1027,14,756,257,21,0.081712
5/1/2024,Hazlet,750,0,561,189,33,0.174603
5/1/2024,Marlboro,318,0,237,81,15,0.185185
5/1/2024,Monmouth Junction,576,9,400,167,33,0.197605
5/1/2024,Oakhurst,403,0,245,158,28,0.177215
5/1/2024,Piscataway,410,7,314,89,14,0.157303
5/1/2024,Roselle,928,0,729,199,39,0.19598
5/1/2024,Scotch Plains,165,0,106,59,19,0.322034
5/1/2024,Summit,519,3,359,157,25,0.159236
5/1/2024,Tices Lane,766,0,540,226,15,0.066372
5/1/2024,Westfield,574,12,416,146,23,0.157534
5/1/2024,Woodbridge,583,23,443,117,29,0.247863
5/2/2024,East Brunswick,925,6,640,279,27,0.096774
5/2/2024,Hazlet,743,0,530,213,47,0.220657
5/2/2024,Marlboro,341,0,237,104,28,0.269231
5/2/2024,Monmouth Junction,460,6,284,170,27,0.158824
5/2/2024,Oakhurst,371,0,194,177,34,0.19209
5/2/2024,Piscataway,441,18,321,102,19,0.186275
5/2/2024,Roselle,975,0,725,250,59,0.236
5/2/2024,Scotch Plains,218,0,132,86,33,0.383721
5/2/2024,Summit,618,3,414,201,29,0.144279
5/2/2024,Tices Lane,730,0,493,237,21,0.088608
5/2/2024,Westfield,562,23,373,166,35,0.210843
5/2/2024,Woodbridge,584,19,424,141,14,0.099291
5/3/2024,East Brunswick,1070,5,750,315,54,0.171429
5/3/2024,Hazlet,788,0,568,220,37,0.168182
5/3/2024,Marlboro,380,0,261,119,27,0.226891
5/3/2024,Monmouth Junction,572,0,388,184,41,0.222826
5/3/2024,Oakhurst,388,0,219,169,30,0.177515
5/3/2024,Piscataway,523,7,392,124,21,0.169355
5/3/2024,Roselle,1070,4,789,277,45,0.162455
5/3/2024,Scotch Plains,251,0,144,107,28,0.261682
5/3/2024,Summit,707,2,457,248,24,0.096774
5/3/2024,Tices Lane,797,0,527,270,46,0.17037
5/3/2024,Westfield,677,11,457,209,24,0.114833
5/3/2024,Woodbridge,653,18,497,138,13,0.094203
5/4/2024,East Brunswick,841,4,561,276,26,0.094203
5/4/2024,Hazlet,678,0,447,231,43,0.186147
5/4/2024,Marlboro,346,0,227,119,24,0.201681
5/4/2024,Monmouth Junction,483,6,322,155,27,0.174194
5/4/2024,Oakhurst,343,2,169,172,15,0.087209
5/4/2024,Piscataway,348,2,255,91,13,0.142857
5/4/2024,Roselle,989,0,654,335,31,0.092537
5/4/2024,Scotch Plains,475,0,92,383,100,0.261097
5/4/2024,Summit,663,4,393,266,27,0.101504
5/4/2024,Tices Lane,717,0,450,267,58,0.217228
5/4/2024,Westfield,581,17,381,183,29,0.15847
5/4/2024,Woodbridge,473,6,340,127,16,0.125984
5/5/2024,East Brunswick,116,0,82,34,2,0.058824
5/5/2024,Hazlet,139,0,110,29,1,0.034483
5/5/2024,Marlboro,60,0,46,14,2,0.142857
5/5/2024,Monmouth Junction,64,0,50,14,3,0.214286
5/5/2024,Oakhurst,73,0,47,26,12,0.461538
5/5/2024,Piscataway,18,0,9,9,1,0.111111
5/5/2024,Roselle,80,0,58,22,1,0.045455
5/5/2024,Scotch Plains,32,0,5,27,4,0.148148
5/5/2024,Summit,26,0,19,7,0,0
5/5/2024,Tices Lane,153,0,116,37,0,0
5/5/2024,Westfield,38,1,23,14,3,0.214286
5/5/2024,Woodbridge,46,2,41,3,0,0
5/6/2024,East Brunswick,449,8,354,87,8,0.091954
5/6/2024,Hazlet,328,0,257,71,7,0.098592
5/6/2024,Marlboro,157,0,123,34,9,0.264706
5/6/2024,Monmouth Junction,225,4,179,42,5,0.119048
5/6/2024,Oakhurst,205,0,123,82,5,0.060976
5/6/2024,Piscataway,249,10,200,39,5,0.128205
5/6/2024,Roselle,611,2,495,114,15,0.131579
5/6/2024,Scotch Plains,180,0,44,136,24,0.176471
5/6/2024,Summit,343,2,249,92,10,0.108696
5/6/2024,Tices Lane,310,0,231,79,17,0.21519
5/6/2024,Westfield,271,5,192,74,6,0.081081
5/6/2024,Woodbridge,420,13,343,64,6,0.09375
5/7/2024,East Brunswick,868,10,655,203,28,0.137931
5/7/2024,Hazlet,641,0,508,133,21,0.157895
5/7/2024,Marlboro,300,0,230,70,9,0.128571
5/7/2024,Monmouth Junction,403,8,311,84,9,0.107143
5/7/2024,Oakhurst,335,1,200,134,25,0.186567
5/7/2024,Piscataway,390,12,312,66,9,0.136364
5/7/2024,Roselle,872,2,696,174,19,0.109195
5/7/2024,Scotch Plains,337,0,90,247,39,0.157895
5/7/2024,Summit,599,1,410,188,16,0.085106
5/7/2024,Tices Lane,594,0,450,144,24,0.166667
5/7/2024,Westfield,559,13,412,134,19,0.141791
5/7/2024,Woodbridge,589,37,464,88,9,0.102273
5/8/2024,East Brunswick,644,6,492,146,15,0.10274
5/8/2024,Hazlet,493,0,390,103,16,0.15534
5/8/2024,Marlboro,247,0,196,51,13,0.254902
5/8/2024,Monmouth Junction,299,2,224,73,20,0.273973
5/8/2024,Oakhurst,275,0,166,109,17,0.155963
5/8/2024,Piscataway,259,9,204,46,10,0.217391
5/8/2024,Roselle,685,0,552,133,23,0.172932
5/8/2024,Scotch Plains,227,0,75,152,29,0.190789
5/8/2024,Summit,410,2,294,114,15,0.131579
5/8/2024,Tices Lane,442,1,335,106,11,0.103774
5/8/2024,Westfield,346,5,252,89,10,0.11236
5/8/2024,Woodbridge,462,22,354,86,6,0.069767
5/9/2024,East Brunswick,748,11,588,149,14,0.09396
5/9/2024,Hazlet,582,0,455,127,14,0.110236
5/9/2024,Marlboro,292,0,238,54,15,0.277778
5/9/2024,Monmouth Junction,365,3,279,83,21,0.253012
5/9/2024,Oakhurst,390,3,228,159,24,0.150943
5/9/2024,Piscataway,291,14,234,43,7,0.162791
5/9/2024,Roselle,753,2,613,138,22,0.15942
5/9/2024,Scotch Plains,333,0,105,228,53,0.232456
5/9/2024,Summit,513,2,355,156,7,0.044872
5/9/2024,Tices Lane,556,2,427,127,19,0.149606
5/9/2024,Westfield,450,8,311,131,9,0.068702
5/9/2024,Woodbridge,530,42,392,96,7,0.072917
5/10/2024,East Brunswick,25,1,17,7,1,0.142857
5/10/2024,Hazlet,23,0,19,4,0,0
5/10/2024,Marlboro,12,0,10,2,0,0
5/10/2024,Monmouth Junction,8,0,3,5,2,0.4
5/10/2024,Oakhurst,22,0,4,18,1,0.055556
5/10/2024,Piscataway,0,0,0,0,0,0
5/10/2024,Roselle,24,1,20,3,0,0
5/10/2024,Scotch Plains,10,0,3,7,1,0.142857
5/10/2024,Summit,0,0,0,0,0,0
5/10/2024,Tices Lane,43,0,31,12,0,0
5/10/2024,Westfield,2,0,1,1,0,0
5/10/2024,Woodbridge,0,0,0,0,0,0
5/11/2024,East Brunswick,1139,5,838,296,27,0.091216
5/11/2024,Hazlet,860,0,622,238,39,0.163866
5/11/2024,Marlboro,502,0,348,154,29,0.188312
5/11/2024,Monmouth Junction,721,3,528,190,30,0.157895
5/11/2024,Oakhurst,491,2,312,177,32,0.180791
5/11/2024,Piscataway,612,7,458,147,29,0.197279
5/11/2024,Roselle,1288,0,969,319,36,0.112853
5/11/2024,Scotch Plains,558,0,135,423,85,0.200946
5/11/2024,Summit,731,0,496,235,15,0.06383
5/11/2024,Tices Lane,906,0,626,280,40,0.142857
5/11/2024,Westfield,706,12,483,211,14,0.066351
5/11/2024,Woodbridge,637,4,499,134,14,0.104478
5/12/2024,East Brunswick,2,0,1,1,0,0
5/12/2024,Hazlet,3,0,2,1,0,0
5/12/2024,Marlboro,1,0,0,1,0,0
5/12/2024,Monmouth Junction,3,0,3,0,0,0
5/12/2024,Oakhurst,2,0,2,0,0,0
5/12/2024,Piscataway,0,0,0,0,0,0
5/12/2024,Roselle,0,0,0,0,0,0
5/12/2024,Scotch Plains,42,0,8,34,5,0.147059
5/12/2024,Summit,0,0,0,0,0,0
5/12/2024,Tices Lane,2,0,0,2,0,0
5/12/2024,Westfield,0,0,0,0,0,0
5/12/2024,Woodbridge,0,0,0,0,0,0
5/13/2024,East Brunswick,704,11,545,148,8,0.054054
5/13/2024,Hazlet,558,0,436,122,15,0.122951
5/13/2024,Marlboro,264,0,201,63,21,0.333333
5/13/2024,Monmouth Junction,383,24,266,93,13,0.139785
5/13/2024,Oakhurst,333,1,218,114,13,0.114035
5/13/2024,Piscataway,327,14,248,65,8,0.123077
5/13/2024,Roselle,720,1,602,117,18,0.153846
5/13/2024,Scotch Plains,232,0,86,146,31,0.212329
5/13/2024,Summit,463,4,333,126,12,0.095238
5/13/2024,Tices Lane,492,1,382,109,12,0.110092
5/13/2024,Westfield,381,11,274,96,7,0.072917
5/13/2024,Woodbridge,525,22,417,86,4,0.046512
5/14/2024,East Brunswick,470,5,359,106,6,0.056604
5/14/2024,Hazlet,510,0,404,106,5,0.04717
5/14/2024,Marlboro,207,0,166,41,8,0.195122
5/14/2024,Monmouth Junction,246,8,198,40,6,0.15
5/14/2024,Oakhurst,356,0,225,131,21,0.160305
5/14/2024,Piscataway,239,5,191,43,3,0.069767
5/14/2024,Roselle,585,4,471,110,9,0.081818
5/14/2024,Scotch Plains,319,0,99,220,34,0.154545
5/14/2024,Summit,438,2,299,137,12,0.087591
5/14/2024,Tices Lane,380,1,286,93,6,0.064516
5/14/2024,Westfield,404,10,294,100,10,0.1
5/14/2024,Woodbridge,393,28,299,66,6,0.090909
5/15/2024,East Brunswick,0,0,0,0,0,0
5/15/2024,Hazlet,0,0,0,0,0,0
5/15/2024,Marlboro,1,0,0,1,0,0
5/15/2024,Monmouth Junction,11,0,3,8,0,0
5/15/2024,Oakhurst,6,0,0,6,0,0
5/15/2024,Piscataway,0,0,0,0,0,0
5/15/2024,Roselle,0,0,0,0,0,0
5/15/2024,Scotch Plains,2,0,0,2,0,0
5/15/2024,Summit,0,0,0,0,0,0
5/15/2024,Tices Lane,0,0,0,0,0,0
5/15/2024,Westfield,0,0,0,0,0,0
5/15/2024,Woodbridge,0,0,0,0,0,0
5/16/2024,East Brunswick,500,11,405,84,4,0.047619
5/16/2024,Hazlet,168,0,139,29,4,0.137931
5/16/2024,Marlboro,117,0,90,27,5,0.185185
5/16/2024,Monmouth Junction,230,1,192,37,7,0.189189
5/16/2024,Oakhurst,86,0,47,39,0,0
5/16/2024,Piscataway,247,9,191,47,2,0.042553
5/16/2024,Roselle,636,3,527,106,10,0.09434
5/16/2024,Scotch Plains,434,0,101,333,42,0.126126
5/16/2024,Summit,339,0,250,89,3,0.033708
5/16/2024,Tices Lane,392,0,333,59,8,0.135593
5/16/2024,Westfield,281,3,203,75,9,0.12
5/16/2024,Woodbridge,361,17,292,52,1,0.019231
5/17/2024,East Brunswick,964,8,716,240,17,0.070833
5/17/2024,Hazlet,718,0,528,190,33,0.173684
5/17/2024,Marlboro,333,0,259,74,14,0.189189
5/17/2024,Monmouth Junction,566,5,431,130,19,0.146154
5/17/2024,Oakhurst,367,0,248,119,19,0.159664
5/17/2024,Piscataway,537,8,425,104,18,0.173077
5/17/2024,Roselle,1112,1,862,249,33,0.13253
5/17/2024,Scotch Plains,802,0,116,686,127,0.185131
5/17/2024,Summit,813,3,542,268,20,0.074627
5/17/2024,Tices Lane,630,1,480,149,20,0.134228
5/17/2024,Westfield,632,9,448,175,17,0.097143
5/17/2024,Woodbridge,607,7,460,140,5,0.035714
5/18/2024,East Brunswick,776,13,517,246,26,0.105691
5/18/2024,Hazlet,605,0,383,222,24,0.108108
5/18/2024,Marlboro,303,0,210,93,15,0.16129
5/18/2024,Monmouth Junction,473,0,313,160,29,0.18125
5/18/2024,Oakhurst,291,0,166,125,24,0.192
5/18/2024,Piscataway,438,8,320,110,16,0.145455
5/18/2024,Roselle,491,0,342,149,12,0.080537
5/18/2024,Scotch Plains,476,0,151,325,93,0.286154
5/18/2024,Summit,634,2,388,244,19,0.077869
5/18/2024,Tices Lane,680,0,439,241,38,0.157676
5/18/2024,Westfield,620,6,403,211,21,0.099526
5/18/2024,Woodbridge,481,4,353,124,12,0.096774
5/19/2024,East Brunswick,1202,3,799,400,39,0.0975
5/19/2024,Hazlet,824,0,544,280,29,0.103571
5/19/2024,Marlboro,484,0,299,185,29,0.156757
5/19/2024,Monmouth Junction,731,2,463,266,28,0.105263
5/19/2024,Oakhurst,393,1,236,156,28,0.179487
5/19/2024,Piscataway,590,3,422,165,16,0.09697
5/19/2024,Roselle,1261,0,863,398,33,0.082915
5/19/2024,Scotch Plains,642,0,198,444,127,0.286036
5/19/2024,Summit,660,2,388,270,21,0.077778
5/19/2024,Tices Lane,880,2,535,343,15,0.043732
5/19/2024,Westfield,657,10,396,251,27,0.10757
5/19/2024,Woodbridge,512,3,376,133,13,0.097744
5/20/2024,East Brunswick,1167,3,823,341,18,0.052786
5/20/2024,Hazlet,834,0,575,259,25,0.096525
5/20/2024,Marlboro,385,0,274,111,21,0.189189
5/20/2024,Monmouth Junction,650,8,431,211,25,0.118483
5/20/2024,Oakhurst,396,0,227,169,25,0.147929
5/20/2024,Piscataway,572,5,412,155,18,0.116129
5/20/2024,Roselle,1167,0,831,336,34,0.10119
5/20/2024,Scotch Plains,377,0,237,140,43,0.307143
5/20/2024,Summit,690,2,439,249,24,0.096386
5/20/2024,Tices Lane,799,1,527,271,26,0.095941
5/20/2024,Westfield,723,16,477,230,20,0.086957
5/20/2024,Woodbridge,653,21,480,152,9,0.059211
5/21/2024,East Brunswick,1002,8,684,310,22,0.070968
5/21/2024,Hazlet,747,0,534,213,25,0.117371
5/21/2024,Marlboro,331,0,233,98,14,0.142857
5/21/2024,Monmouth Junction,600,16,401,183,41,0.224044
5/21/2024,Oakhurst,401,0,232,169,30,0.177515
5/21/2024,Piscataway,504,8,352,144,10,0.069444
5/21/2024,Roselle,1016,3,735,278,23,0.082734
5/21/2024,Scotch Plains,356,0,239,117,31,0.264957
5/21/2024,Summit,734,2,455,277,22,0.079422
5/21/2024,Tices Lane,743,0,464,279,24,0.086022
5/21/2024,Westfield,630,21,390,219,26,0.118721
5/21/2024,Woodbridge,587,33,421,133,7,0.052632
5/22/2024,East Brunswick,1051,15,698,338,16,0.047337
5/22/2024,Hazlet,843,0,597,246,32,0.130081
5/22/2024,Marlboro,361,0,265,96,27,0.28125
5/22/2024,Monmouth Junction,606,5,388,213,41,0.192488
5/22/2024,Oakhurst,404,0,231,173,19,0.109827
5/22/2024,Piscataway,562,10,416,136,16,0.117647
5/22/2024,Roselle,1122,1,827,294,32,0.108844
5/22/2024,Scotch Plains,419,0,298,121,31,0.256198
5/22/2024,Summit,748,4,426,318,19,0.059748
5/22/2024,Tices Lane,859,0,586,273,26,0.095238
5/22/2024,Westfield,680,13,449,218,19,0.087156
5/22/2024,Woodbridge,616,21,435,160,6,0.0375
5/23/2024,East Brunswick,506,2,381,123,10,0.081301
5/23/2024,Hazlet,305,0,227,78,10,0.128205
5/23/2024,Marlboro,176,0,125,51,16,0.313725
5/23/2024,Monmouth Junction,288,2,186,100,16,0.16
5/23/2024,Oakhurst,138,1,67,70,7,0.1
5/23/2024,Piscataway,223,9,158,56,8,0.142857
5/23/2024,Roselle,559,1,428,130,11,0.084615
5/23/2024,Scotch Plains,153,0,112,41,15,0.365854
5/23/2024,Summit,439,0,258,181,6,0.033149
5/23/2024,Tices Lane,333,0,241,92,7,0.076087
5/23/2024,Westfield,328,11,201,116,9,0.077586
5/23/2024,Woodbridge,372,23,264,85,5,0.058824
5/24/2024,East Brunswick,1367,8,925,434,32,0.073733
5/24/2024,Hazlet,972,0,650,322,42,0.130435
5/24/2024,Marlboro,586,0,404,182,50,0.274725
5/24/2024,Monmouth Junction,899,5,592,302,44,0.145695
5/24/2024,Oakhurst,518,1,311,206,40,0.194175
5/24/2024,Piscataway,757,10,516,231,32,0.138528
5/24/2024,Roselle,1340,0,963,377,33,0.087533
5/24/2024,Scotch Plains,503,0,370,133,31,0.233083
5/24/2024,Summit,813,3,501,309,19,0.061489
5/24/2024,Tices Lane,1021,2,669,350,14,0.04
5/24/2024,Westfield,815,16,532,267,19,0.071161
5/24/2024,Woodbridge,636,10,454,172,9,0.052326
5/25/2024,East Brunswick,1308,4,835,469,38,0.081023
5/25/2024,Hazlet,947,0,633,314,30,0.095541
5/25/2024,Marlboro,603,0,406,197,30,0.152284
5/25/2024,Monmouth Junction,914,0,565,349,48,0.137536
5/25/2024,Oakhurst,504,0,278,226,38,0.168142
5/25/2024,Piscataway,747,10,491,246,34,0.138211
5/25/2024,Roselle,1323,0,899,424,33,0.07783
5/25/2024,Scotch Plains,453,0,309,144,37,0.256944
5/25/2024,Summit,763,1,453,309,25,0.080906
5/25/2024,Tices Lane,1016,0,639,377,36,0.095491
5/25/2024,Westfield,690,10,436,244,24,0.098361
5/25/2024,Woodbridge,609,4,450,155,15,0.096774
5/26/2024,East Brunswick,969,4,668,297,33,0.111111
5/26/2024,Hazlet,796,0,531,265,16,0.060377
5/26/2024,Marlboro,347,0,252,95,31,0.326316
5/26/2024,Monmouth Junction,619,1,387,231,62,0.268398
5/26/2024,Oakhurst,349,0,215,134,17,0.126866
5/26/2024,Piscataway,343,4,254,85,13,0.152941
5/26/2024,Roselle,1007,0,719,288,24,0.083333
5/26/2024,Scotch Plains,295,0,208,87,17,0.195402
5/26/2024,Summit,521,6,329,186,14,0.075269
5/26/2024,Tices Lane,754,0,497,257,48,0.18677
5/26/2024,Westfield,435,4,303,128,12,0.09375
5/26/2024,Woodbridge,468,7,364,97,4,0.041237
5/27/2024,East Brunswick,205,2,145,58,11,0.189655
5/27/2024,Hazlet,282,0,201,81,13,0.160494
5/27/2024,Marlboro,118,0,96,22,5,0.227273
5/27/2024,Monmouth Junction,167,3,102,62,9,0.145161
5/27/2024,Oakhurst,99,0,61,38,6,0.157895
5/27/2024,Piscataway,79,5,57,17,1,0.058824
5/27/2024,Roselle,273,0,203,70,9,0.128571
5/27/2024,Scotch Plains,74,0,52,22,5,0.227273
5/27/2024,Summit,118,1,73,44,2,0.045455
5/27/2024,Tices Lane,205,1,156,48,5,0.104167
5/27/2024,Westfield,84,1,54,29,2,0.068966
5/27/2024,Woodbridge,101,5,75,21,1,0.047619
