CREATED DATE,LOCATION,TOTAL_WASHES,FREE_WASHES,REDEEMED_WASHES,ELIGIBLE_WASHES,SALES,Conversions
1/5/2023,Monmouth Junction,167,8,88,71,9,0.126761
1/5/2023,Oakhurst,65,25,21,19,0,0
1/5/2023,Piscataway,129,8,91,30,6,0.2
1/5/2023,Roselle,201,14,120,67,14,0.208955
1/5/2023,Summit,219,9,123,87,3,0.034483
1/5/2023,Tices Lane,0,0,0,0,0,0
1/5/2023,Westfield,141,10,74,57,7,0.122807
1/5/2023,Woodbridge,130,10,99,21,0,0
1/6/2023,East Brunswick,3,1,1,1,1,1
1/6/2023,Hazlet,0,0,0,0,0,0
1/6/2023,Monmouth Junction,8,0,7,1,0,0
1/6/2023,Oakhurst,18,12,5,1,0,0
1/6/2023,Piscataway,0,0,0,0,0,0
1/6/2023,Roselle,6,0,4,2,0,0
1/6/2023,Summit,85,2,44,39,4,0.102564
1/6/2023,Westfield,21,1,12,8,0,0
1/6/2023,Woodbridge,6,2,4,0,0,0
1/7/2023,East Brunswick,751,63,414,274,56,0.20438
1/7/2023,Monmouth Junction,403,7,210,186,7,0.037634
1/7/2023,Oakhurst,264,32,105,127,8,0.062992
1/7/2023,Piscataway,545,5,353,187,16,0.085561
1/7/2023,Roselle,631,42,329,260,38,0.146154
1/7/2023,Summit,583,3,350,230,26,0.113043
1/7/2023,Tices Lane,0,0,0,0,0,0
1/7/2023,Westfield,552,13,328,211,17,0.080569
1/7/2023,Woodbridge,581,11,403,167,10,0.05988
1/8/2023,East Brunswick,550,52,268,230,44,0.191304
1/8/2023,Monmouth Junction,284,15,132,137,15,0.109489
1/8/2023,Oakhurst,157,4,60,93,1,0.010753
1/8/2023,Piscataway,343,5,237,101,12,0.118812
1/8/2023,Roselle,408,20,203,185,20,0.108108
1/8/2023,Summit,447,0,252,195,25,0.128205
1/8/2023,Tices Lane,0,0,0,0,0,0
1/8/2023,Westfield,357,2,214,141,9,0.06383
1/8/2023,Woodbridge,487,12,332,143,7,0.048951
1/9/2023,East Brunswick,397,31,203,163,18,0.110429
1/9/2023,Hazlet,0,0,0,0,0,0
1/9/2023,Monmouth Junction,221,13,103,105,11,0.104762
1/9/2023,Oakhurst,177,46,69,62,3,0.048387
1/9/2023,Piscataway,249,9,179,61,9,0.147541
1/9/2023,Roselle,414,28,228,158,23,0.14557
1/9/2023,Summit,410,7,275,128,7,0.054688
1/9/2023,Westfield,317,11,202,104,11,0.105769
1/9/2023,Woodbridge,462,22,311,129,8,0.062016
1/10/2023,East Brunswick,268,21,122,125,11,0.088
1/10/2023,Monmouth Junction,129,8,63,58,8,0.137931
1/10/2023,Oakhurst,121,45,35,41,5,0.121951
1/10/2023,Piscataway,170,5,114,51,3,0.058824
1/10/2023,Roselle,241,14,136,91,11,0.120879
1/10/2023,Summit,296,8,192,96,11,0.114583
1/10/2023,Westfield,219,5,139,75,9,0.12
1/10/2023,Woodbridge,340,16,237,87,5,0.057471
1/11/2023,East Brunswick,264,27,135,102,25,0.245098
1/11/2023,Hazlet,0,0,0,0,0,0
1/11/2023,Monmouth Junction,137,8,83,46,7,0.152174
1/11/2023,Oakhurst,125,50,36,39,6,0.153846
1/11/2023,Piscataway,196,7,152,37,6,0.162162
1/11/2023,Roselle,278,11,165,102,7,0.068627
1/11/2023,Summit,287,4,168,115,11,0.095652
1/11/2023,Westfield,208,11,123,74,8,0.108108
1/11/2023,Woodbridge,362,15,256,91,5,0.054945
1/12/2023,East Brunswick,0,0,0,0,0,0
1/12/2023,Hazlet,0,0,0,0,0,0
1/12/2023,Monmouth Junction,9,0,6,3,0,0
1/12/2023,Oakhurst,0,0,0,0,0,0
1/12/2023,Piscataway,0,0,0,0,0,0
1/12/2023,Roselle,0,0,0,0,0,0
1/12/2023,Summit,0,0,0,0,0,0
1/12/2023,Tices Lane,0,0,0,0,0,0
1/12/2023,Westfield,1,0,0,1,0,0
1/12/2023,Woodbridge,0,0,0,0,0,0
1/13/2023,East Brunswick,293,0,173,120,26,0.216667
1/13/2023,Hazlet,0,0,0,0,0,0
1/13/2023,Monmouth Junction,167,0,98,69,3,0.043478
1/13/2023,Oakhurst,121,39,40,42,2,0.047619
1/13/2023,Piscataway,0,0,0,0,0,0
1/13/2023,Roselle,325,3,208,114,19,0.166667
1/13/2023,Summit,0,0,0,0,0,0
1/13/2023,Tices Lane,0,0,0,0,0,0
1/13/2023,Westfield,206,4,135,67,10,0.149254
1/13/2023,Woodbridge,368,14,257,97,2,0.020619
1/14/2023,East Brunswick,567,2,284,281,34,0.120996
1/14/2023,Hazlet,0,0,0,0,0,0
1/14/2023,Monmouth Junction,296,0,127,169,16,0.094675
1/14/2023,Oakhurst,126,18,39,69,5,0.072464
1/14/2023,Piscataway,407,6,277,124,12,0.096774
1/14/2023,Roselle,529,0,294,235,19,0.080851
1/14/2023,Summit,522,1,335,186,12,0.064516
1/14/2023,Tices Lane,0,0,0,0,0,0
1/14/2023,Westfield,485,5,286,194,17,0.087629
1/14/2023,Woodbridge,539,8,354,177,6,0.033898
1/15/2023,East Brunswick,591,3,271,317,38,0.119874
1/15/2023,Monmouth Junction,365,0,155,210,20,0.095238
1/15/2023,Oakhurst,161,3,59,99,7,0.070707
1/15/2023,Piscataway,385,3,273,109,17,0.155963
1/15/2023,Roselle,388,0,189,199,22,0.110553
1/15/2023,Summit,441,4,262,175,13,0.074286
1/15/2023,Tices Lane,0,0,0,0,0,0
1/15/2023,Westfield,386,2,236,148,12,0.081081
1/15/2023,Woodbridge,449,12,309,128,5,0.039063
1/16/2023,East Brunswick,596,6,253,337,37,0.109792
1/16/2023,Monmouth Junction,352,0,138,214,22,0.102804
1/16/2023,Oakhurst,231,54,62,115,13,0.113043
1/16/2023,Piscataway,356,8,230,118,19,0.161017
1/16/2023,Roselle,479,1,237,241,15,0.062241
1/16/2023,Summit,483,3,274,206,14,0.067961
1/16/2023,Westfield,475,15,266,194,12,0.061856
1/16/2023,Woodbridge,499,24,310,165,3,0.018182
1/17/2023,East Brunswick,225,10,97,118,7,0.059322
1/17/2023,Monmouth Junction,118,0,57,61,5,0.081967
1/17/2023,Oakhurst,121,42,39,40,5,0.125
1/17/2023,Piscataway,177,11,120,46,1,0.021739
1/17/2023,Roselle,253,1,145,107,16,0.149533
1/17/2023,Summit,328,5,205,118,9,0.076271
1/17/2023,Tices Lane,0,0,0,0,0,0
1/17/2023,Westfield,228,16,126,86,15,0.174419
1/17/2023,Woodbridge,312,21,213,78,5,0.064103
1/18/2023,East Brunswick,328,9,160,159,29,0.18239
1/18/2023,Hazlet,0,0,0,0,0,0
1/18/2023,Monmouth Junction,198,0,92,106,13,0.122642
1/18/2023,Oakhurst,167,45,64,58,2,0.034483
1/18/2023,Piscataway,208,1,139,68,10,0.147059
1/18/2023,Roselle,278,3,173,102,9,0.088235
1/18/2023,Summit,334,1,199,134,4,0.029851
1/18/2023,Tices Lane,0,0,0,0,0,0
1/18/2023,Westfield,250,10,154,86,14,0.162791
1/18/2023,Woodbridge,424,14,286,124,8,0.064516
1/19/2023,East Brunswick,0,0,0,0,0,0
1/19/2023,Hazlet,0,0,0,0,0,0
1/19/2023,Monmouth Junction,0,0,0,0,0,0
1/19/2023,Oakhurst,0,0,0,0,0,0
1/19/2023,Piscataway,0,0,0,0,0,0
1/19/2023,Roselle,0,0,0,0,0,0
1/19/2023,Summit,0,0,0,0,0,0
1/19/2023,Tices Lane,0,0,0,0,0,0
1/19/2023,Westfield,1,1,0,0,0,0
1/19/2023,Woodbridge,0,0,0,0,0,0
1/20/2023,East Brunswick,431,7,265,159,15,0.09434
1/20/2023,Hazlet,0,0,0,0,0,0
1/20/2023,Monmouth Junction,213,0,131,82,11,0.134146
1/20/2023,Oakhurst,160,48,59,53,2,0.037736
1/20/2023,Piscataway,307,7,213,87,9,0.103448
1/20/2023,Roselle,411,4,275,132,23,0.174242
1/20/2023,Summit,398,12,245,141,9,0.06383
1/20/2023,Tices Lane,0,0,0,0,0,0
1/20/2023,Westfield,335,17,213,105,12,0.114286
1/20/2023,Woodbridge,493,21,339,133,10,0.075188
1/21/2023,East Brunswick,410,3,237,170,22,0.129412
1/21/2023,Hazlet,0,0,0,0,0,0
1/21/2023,Monmouth Junction,255,0,146,109,14,0.12844
1/21/2023,Oakhurst,104,17,47,40,11,0.275
1/21/2023,Piscataway,310,3,216,91,10,0.10989
1/21/2023,Roselle,391,1,228,162,24,0.148148
1/21/2023,Summit,409,1,247,161,21,0.130435
1/21/2023,Tices Lane,0,0,0,0,0,0
1/21/2023,Westfield,369,4,222,143,19,0.132867
1/21/2023,Woodbridge,461,11,306,144,8,0.055556
1/22/2023,East Brunswick,234,1,138,95,11,0.115789
1/22/2023,Hazlet,0,0,0,0,0,0
1/22/2023,Monmouth Junction,152,0,73,79,12,0.151899
1/22/2023,Oakhurst,48,1,29,18,2,0.111111
1/22/2023,Piscataway,183,3,130,50,6,0.12
1/22/2023,Roselle,207,0,117,90,7,0.077778
1/22/2023,Summit,282,1,167,114,8,0.070175
1/22/2023,Tices Lane,0,0,0,0,0,0
1/22/2023,Westfield,211,1,118,92,9,0.097826
1/22/2023,Woodbridge,260,8,179,73,3,0.041096
1/23/2023,East Brunswick,0,0,0,0,0,0
1/23/2023,Hazlet,0,0,0,0,0,0
1/23/2023,Monmouth Junction,1,0,0,1,0,0
1/23/2023,Oakhurst,0,0,0,0,0,0
1/23/2023,Piscataway,0,0,0,0,0,0
1/23/2023,Roselle,1,0,0,1,0,0
1/23/2023,Summit,0,0,0,0,0,0
1/23/2023,Tices Lane,0,0,0,0,0,0
1/23/2023,Westfield,0,0,0,0,0,0
1/23/2023,Woodbridge,0,0,0,0,0,0
1/24/2023,East Brunswick,337,1,224,112,8,0.071429
1/24/2023,Hazlet,0,0,0,0,0,0
1/24/2023,Monmouth Junction,163,0,113,50,7,0.14
1/24/2023,Oakhurst,127,44,53,30,5,0.166667
1/24/2023,Piscataway,234,8,190,36,3,0.083333
1/24/2023,Roselle,364,3,265,96,18,0.1875
1/24/2023,Summit,342,3,242,97,8,0.082474
1/24/2023,Tices Lane,0,0,0,0,0,0
1/24/2023,Westfield,237,22,150,65,2,0.030769
1/24/2023,Woodbridge,476,28,373,75,2,0.026667
1/25/2023,East Brunswick,40,0,24,16,4,0.25
1/25/2023,Hazlet,0,0,0,0,0,0
1/25/2023,Monmouth Junction,37,0,24,13,1,0.076923
1/25/2023,Oakhurst,55,28,17,10,3,0.3
1/25/2023,Piscataway,25,2,17,6,0,0
1/25/2023,Roselle,78,2,50,26,0,0
1/25/2023,Summit,52,0,39,13,0,0
1/25/2023,Tices Lane,0,0,0,0,0,0
1/25/2023,Westfield,43,0,28,15,1,0.066667
1/25/2023,Woodbridge,67,6,45,16,0,0
1/26/2023,East Brunswick,341,4,213,124,9,0.072581
1/26/2023,Hazlet,0,0,0,0,0,0
1/26/2023,Monmouth Junction,153,0,103,50,7,0.14
1/26/2023,Oakhurst,110,37,45,28,6,0.214286
1/26/2023,Piscataway,210,8,163,39,2,0.051282
1/26/2023,Roselle,259,3,187,69,14,0.202899
1/26/2023,Summit,280,5,199,76,5,0.065789
1/26/2023,Tices Lane,0,0,0,0,0,0
1/26/2023,Westfield,236,21,153,62,3,0.048387
1/26/2023,Woodbridge,355,25,259,71,8,0.112676
1/27/2023,East Brunswick,467,7,257,203,33,0.162562
1/27/2023,Hazlet,0,0,0,0,0,0
1/27/2023,Monmouth Junction,253,0,136,117,9,0.076923
1/27/2023,Oakhurst,145,30,57,58,16,0.275862
1/27/2023,Piscataway,322,6,222,94,14,0.148936
1/27/2023,Roselle,449,4,275,170,19,0.111765
1/27/2023,Summit,501,8,314,179,10,0.055866
1/27/2023,Tices Lane,0,0,0,0,0,0
1/27/2023,Westfield,382,17,248,117,7,0.059829
1/27/2023,Woodbridge,522,25,356,141,4,0.028369
1/28/2023,East Brunswick,737,6,334,397,41,0.103275
1/28/2023,Hazlet,0,0,0,0,0,0
1/28/2023,Monmouth Junction,438,0,219,219,23,0.105023
1/28/2023,Oakhurst,220,29,83,108,23,0.212963
1/28/2023,Piscataway,465,3,305,157,20,0.127389
1/28/2023,Roselle,706,1,365,340,35,0.102941
1/28/2023,Summit,597,3,338,256,23,0.089844
1/28/2023,Tices Lane,0,0,0,0,0,0
1/28/2023,Westfield,625,6,360,259,14,0.054054
1/28/2023,Woodbridge,566,13,356,197,14,0.071066
1/29/2023,East Brunswick,356,2,176,178,18,0.101124
1/29/2023,Hazlet,0,0,0,0,0,0
1/29/2023,Monmouth Junction,220,0,105,115,13,0.113043
1/29/2023,Oakhurst,97,3,45,49,7,0.142857
1/29/2023,Piscataway,232,2,158,72,6,0.083333
1/29/2023,Roselle,311,0,153,158,10,0.063291
1/29/2023,Summit,371,3,199,169,16,0.094675
1/29/2023,Tices Lane,0,0,0,0,0,0
1/29/2023,Westfield,323,7,176,140,9,0.064286
1/29/2023,Woodbridge,411,7,278,126,5,0.039683
1/30/2023,East Brunswick,418,7,215,196,6,0.030612
1/30/2023,Hazlet,0,0,0,0,0,0
1/30/2023,Monmouth Junction,183,0,94,89,12,0.134831
1/30/2023,Oakhurst,152,35,47,70,14,0.2
1/30/2023,Piscataway,238,10,162,66,5,0.075758
1/30/2023,Roselle,392,1,218,173,20,0.115607
1/30/2023,Summit,418,8,251,159,9,0.056604
1/30/2023,Tices Lane,0,0,0,0,0,0
1/30/2023,Westfield,302,16,176,110,9,0.081818
1/30/2023,Woodbridge,444,20,302,122,8,0.065574
1/31/2023,East Brunswick,22,0,17,5,0,0
1/31/2023,Hazlet,0,0,0,0,0,0
1/31/2023,Monmouth Junction,10,0,3,7,0,0
1/31/2023,Oakhurst,2,0,0,2,0,0
1/31/2023,Piscataway,17,0,10,7,0,0
1/31/2023,Roselle,60,2,39,19,2,0.105263
1/31/2023,Summit,154,2,104,48,3,0.0625
1/31/2023,Tices Lane,0,0,0,0,0,0
1/31/2023,Westfield,42,3,25,14,3,0.214286
1/31/2023,Woodbridge,21,0,12,9,0,0
2/1/2023,East Brunswick,511,4,325,182,17,0.093407
2/1/2023,Hazlet,0,0,0,0,0,0
2/1/2023,Monmouth Junction,256,0,147,109,7,0.06422
2/1/2023,Oakhurst,189,33,89,67,12,0.179104
2/1/2023,Piscataway,295,11,214,70,4,0.057143
2/1/2023,Roselle,507,2,344,161,18,0.111801
2/1/2023,Summit,394,5,278,111,4,0.036036
2/1/2023,Tices Lane,0,0,0,0,0,0
2/1/2023,Westfield,266,10,186,70,5,0.071429
2/1/2023,Woodbridge,532,19,389,124,13,0.104839
2/2/2023,East Brunswick,695,8,358,329,35,0.106383
2/2/2023,Hazlet,0,0,0,0,0,0
2/2/2023,Monmouth Junction,340,0,164,176,16,0.090909
2/2/2023,Oakhurst,354,63,120,171,24,0.140351
2/2/2023,Piscataway,409,10,271,128,9,0.070313
2/2/2023,Roselle,622,4,327,291,20,0.068729
2/2/2023,Summit,543,8,338,197,10,0.050761
2/2/2023,Tices Lane,0,0,0,0,0,0
2/2/2023,Westfield,432,18,281,133,8,0.06015
2/2/2023,Woodbridge,607,32,420,155,8,0.051613
2/3/2023,East Brunswick,517,3,259,255,19,0.07451
2/3/2023,Hazlet,0,0,0,0,0,0
2/3/2023,Monmouth Junction,243,0,134,109,10,0.091743
2/3/2023,Oakhurst,248,40,72,136,17,0.125
2/3/2023,Piscataway,299,8,202,89,12,0.134831
2/3/2023,Roselle,433,3,220,210,13,0.061905
2/3/2023,Summit,319,0,212,107,9,0.084112
2/3/2023,Tices Lane,0,0,0,0,0,0
2/3/2023,Westfield,300,20,181,99,14,0.141414
2/3/2023,Woodbridge,482,22,289,171,17,0.099415
2/4/2023,East Brunswick,594,2,262,330,32,0.09697
2/4/2023,Hazlet,0,0,0,0,0,0
2/4/2023,Monmouth Junction,316,0,143,173,11,0.063584
2/4/2023,Oakhurst,278,28,64,186,17,0.091398
2/4/2023,Piscataway,339,3,224,112,17,0.151786
2/4/2023,Roselle,549,3,243,303,26,0.085809
2/4/2023,Summit,371,1,230,140,13,0.092857
2/4/2023,Tices Lane,0,0,0,0,0,0
2/4/2023,Westfield,336,3,186,147,2,0.013605
2/4/2023,Woodbridge,465,10,264,191,11,0.057592
2/5/2023,East Brunswick,878,3,338,537,44,0.081937
2/5/2023,Hazlet,0,0,0,0,0,0
2/5/2023,Monmouth Junction,467,0,178,289,19,0.065744
2/5/2023,Oakhurst,375,6,93,276,19,0.068841
2/5/2023,Piscataway,405,8,238,159,5,0.031447
2/5/2023,Roselle,622,0,243,379,21,0.055409
2/5/2023,Summit,512,2,268,242,13,0.053719
2/5/2023,Tices Lane,0,0,0,0,0,0
2/5/2023,Westfield,486,3,286,197,3,0.015228
2/5/2023,Woodbridge,496,12,303,181,7,0.038674
2/6/2023,East Brunswick,473,8,214,251,18,0.071713
2/6/2023,Hazlet,0,0,0,0,0,0
2/6/2023,Monmouth Junction,254,0,114,140,8,0.057143
2/6/2023,Oakhurst,252,44,65,143,14,0.097902
2/6/2023,Piscataway,271,3,172,96,12,0.125
2/6/2023,Roselle,445,4,220,221,33,0.149321
2/6/2023,Summit,446,4,248,194,9,0.046392
2/6/2023,Tices Lane,0,0,0,0,0,0
2/6/2023,Westfield,342,9,197,136,21,0.154412
2/6/2023,Woodbridge,527,25,329,173,12,0.069364
2/7/2023,East Brunswick,504,6,220,278,18,0.064748
2/7/2023,Hazlet,0,0,0,0,0,0
2/7/2023,Monmouth Junction,266,0,116,150,23,0.153333
2/7/2023,Oakhurst,280,58,73,149,22,0.147651
2/7/2023,Piscataway,263,11,163,89,10,0.11236
2/7/2023,Roselle,386,3,199,184,15,0.081522
2/7/2023,Summit,396,7,234,155,12,0.077419
2/7/2023,Tices Lane,0,0,0,0,0,0
2/7/2023,Westfield,304,10,173,121,10,0.082645
2/7/2023,Woodbridge,480,27,296,157,7,0.044586
2/8/2023,East Brunswick,671,6,326,339,32,0.094395
2/8/2023,Hazlet,0,0,0,0,0,0
2/8/2023,Monmouth Junction,356,0,178,178,23,0.129213
2/8/2023,Oakhurst,267,39,82,146,17,0.116438
2/8/2023,Piscataway,382,2,246,134,1,0.007463
2/8/2023,Roselle,714,2,393,319,42,0.131661
2/8/2023,Summit,563,8,330,225,7,0.031111
2/8/2023,Tices Lane,0,0,0,0,0,0
2/8/2023,Westfield,447,18,261,168,17,0.10119
2/8/2023,Woodbridge,627,25,384,218,9,0.041284
2/9/2023,East Brunswick,439,5,218,216,29,0.134259
2/9/2023,Hazlet,0,0,0,0,0,0
2/9/2023,Monmouth Junction,227,0,105,122,8,0.065574
2/9/2023,Oakhurst,156,42,52,62,4,0.064516
2/9/2023,Piscataway,233,5,133,95,8,0.084211
2/9/2023,Roselle,413,2,214,197,15,0.076142
2/9/2023,Summit,317,4,179,134,8,0.059701
2/9/2023,Tices Lane,0,0,0,0,0,0
2/9/2023,Westfield,271,5,164,102,8,0.078431
2/9/2023,Woodbridge,466,31,286,149,13,0.087248
2/10/2023,East Brunswick,1015,11,488,516,50,0.096899
2/10/2023,Hazlet,0,0,0,0,0,0
2/10/2023,Monmouth Junction,638,0,242,396,32,0.080808
2/10/2023,Oakhurst,390,58,135,197,12,0.060914
2/10/2023,Piscataway,609,10,350,249,21,0.084337
2/10/2023,Roselle,963,3,414,546,31,0.056777
2/10/2023,Summit,739,9,388,342,28,0.081871
2/10/2023,Tices Lane,0,0,0,0,0,0
2/10/2023,Westfield,759,25,413,321,27,0.084112
2/10/2023,Woodbridge,687,13,389,285,18,0.063158
2/11/2023,East Brunswick,1200,14,444,742,36,0.048518
2/11/2023,Hazlet,0,0,0,0,0,0
2/11/2023,Monmouth Junction,736,0,245,491,40,0.081466
2/11/2023,Oakhurst,401,23,118,260,12,0.046154
2/11/2023,Piscataway,698,1,387,310,36,0.116129
2/11/2023,Roselle,932,3,352,577,36,0.062392
2/11/2023,Summit,759,5,350,404,42,0.10396
2/11/2023,Tices Lane,0,0,0,0,0,0
2/11/2023,Westfield,917,14,440,463,17,0.036717
2/11/2023,Woodbridge,641,4,325,312,11,0.035256
2/12/2023,East Brunswick,657,3,266,388,23,0.059278
2/12/2023,Hazlet,0,0,0,0,0,0
2/12/2023,Monmouth Junction,399,0,154,245,19,0.077551
2/12/2023,Oakhurst,184,4,63,117,6,0.051282
2/12/2023,Piscataway,343,5,202,136,9,0.066176
2/12/2023,Roselle,577,3,233,341,32,0.093842
2/12/2023,Summit,563,2,259,302,29,0.096026
2/12/2023,Tices Lane,0,0,0,0,0,0
2/12/2023,Westfield,483,9,260,214,11,0.051402
2/12/2023,Woodbridge,448,9,247,192,4,0.020833
2/13/2023,East Brunswick,619,9,288,322,16,0.049689
2/13/2023,Hazlet,0,0,0,0,0,0
2/13/2023,Monmouth Junction,332,2,146,184,18,0.097826
2/13/2023,Oakhurst,281,40,95,146,18,0.123288
2/13/2023,Piscataway,416,11,235,170,14,0.082353
2/13/2023,Roselle,559,3,267,289,34,0.117647
2/13/2023,Summit,615,13,339,263,41,0.155894
2/13/2023,Tices Lane,0,0,0,0,0,0
2/13/2023,Westfield,429,9,237,183,13,0.071038
2/13/2023,Woodbridge,633,29,374,230,3,0.013043
2/14/2023,East Brunswick,483,7,234,242,19,0.078512
2/14/2023,Hazlet,0,0,0,0,0,0
2/14/2023,Monmouth Junction,280,0,133,147,19,0.129252
2/14/2023,Oakhurst,252,48,95,109,11,0.100917
2/14/2023,Piscataway,303,5,188,110,15,0.136364
2/14/2023,Roselle,487,2,239,246,25,0.101626
2/14/2023,Summit,558,12,285,261,19,0.072797
2/14/2023,Tices Lane,0,0,0,0,0,0
2/14/2023,Westfield,396,11,211,174,17,0.097701
2/14/2023,Woodbridge,541,30,315,196,9,0.045918
2/15/2023,East Brunswick,396,4,195,197,22,0.111675
2/15/2023,Hazlet,0,0,0,0,0,0
2/15/2023,Monmouth Junction,301,0,144,157,18,0.11465
2/15/2023,Oakhurst,205,43,63,99,3,0.030303
2/15/2023,Piscataway,261,11,152,98,9,0.091837
2/15/2023,Roselle,434,4,209,221,23,0.104072
2/15/2023,Summit,492,10,249,233,13,0.055794
2/15/2023,Tices Lane,0,0,0,0,0,0
2/15/2023,Westfield,303,10,163,130,7,0.053846
2/15/2023,Woodbridge,478,25,272,181,8,0.044199
2/16/2023,East Brunswick,142,2,74,66,9,0.136364
2/16/2023,Hazlet,0,0,0,0,0,0
2/16/2023,Monmouth Junction,97,0,53,44,6,0.136364
2/16/2023,Oakhurst,89,25,33,31,2,0.064516
2/16/2023,Piscataway,103,6,60,37,4,0.108108
2/16/2023,Roselle,228,6,104,118,5,0.042373
2/16/2023,Summit,273,6,130,137,7,0.051095
2/16/2023,Tices Lane,0,0,0,0,0,0
2/16/2023,Westfield,187,10,96,81,4,0.049383
2/16/2023,Woodbridge,240,15,152,73,5,0.068493
2/17/2023,East Brunswick,0,0,0,0,0,0
2/17/2023,Hazlet,0,0,0,0,0,0
2/17/2023,Monmouth Junction,0,0,0,0,0,0
2/17/2023,Oakhurst,0,0,0,0,0,0
2/17/2023,Piscataway,0,0,0,0,0,0
2/17/2023,Roselle,0,0,0,0,0,0
2/17/2023,Summit,0,0,0,0,0,0
2/17/2023,Tices Lane,0,0,0,0,0,0
2/17/2023,Westfield,5,0,3,2,0,0
2/17/2023,Woodbridge,0,0,0,0,0,0
2/18/2023,East Brunswick,923,8,544,371,19,0.051213
2/18/2023,Hazlet,0,0,0,0,0,0
2/18/2023,Monmouth Junction,529,0,266,263,14,0.053232
2/18/2023,Oakhurst,275,32,127,116,14,0.12069
2/18/2023,Piscataway,585,8,401,176,21,0.119318
2/18/2023,Roselle,886,1,504,381,25,0.065617
2/18/2023,Summit,714,4,437,273,23,0.084249
2/18/2023,Tices Lane,0,0,0,0,0,0
2/18/2023,Westfield,675,13,391,271,15,0.055351
2/18/2023,Woodbridge,660,11,470,179,7,0.039106
2/19/2023,East Brunswick,590,6,319,265,15,0.056604
2/19/2023,Hazlet,0,0,0,0,0,0
2/19/2023,Monmouth Junction,344,0,177,167,11,0.065868
2/19/2023,Oakhurst,159,2,82,75,2,0.026667
2/19/2023,Piscataway,314,3,225,86,5,0.05814
2/19/2023,Roselle,477,0,262,215,33,0.153488
2/19/2023,Summit,413,0,252,161,13,0.080745
2/19/2023,Tices Lane,0,0,0,0,0,0
2/19/2023,Westfield,402,3,243,156,9,0.057692
2/19/2023,Woodbridge,484,17,333,134,5,0.037313
2/20/2023,East Brunswick,451,4,235,212,8,0.037736
2/20/2023,Hazlet,0,0,0,0,0,0
2/20/2023,Monmouth Junction,292,0,145,147,15,0.102041
2/20/2023,Oakhurst,155,31,67,57,8,0.140351
2/20/2023,Piscataway,274,2,191,81,6,0.074074
2/20/2023,Roselle,439,5,248,186,27,0.145161
2/20/2023,Summit,425,3,236,186,7,0.037634
2/20/2023,Tices Lane,0,0,0,0,0,0
2/20/2023,Westfield,400,12,214,174,12,0.068966
2/20/2023,Woodbridge,495,23,338,134,6,0.044776
2/21/2023,East Brunswick,90,5,56,29,2,0.068966
2/21/2023,Hazlet,47,0,29,18,0,0
2/21/2023,Monmouth Junction,73,0,43,30,2,0.066667
2/21/2023,Oakhurst,32,8,16,8,1,0.125
2/21/2023,Piscataway,14,1,12,1,0,0
2/21/2023,Roselle,115,3,87,25,3,0.12
2/21/2023,Summit,117,5,66,46,4,0.086957
2/21/2023,Westfield,88,2,52,34,3,0.088235
2/21/2023,Woodbridge,0,0,0,0,0,0
2/22/2023,East Brunswick,80,3,61,16,3,0.1875
2/22/2023,Hazlet,45,0,36,9,1,0.111111
2/22/2023,Monmouth Junction,70,0,52,18,0,0
2/22/2023,Oakhurst,60,24,24,12,0,0
2/22/2023,Piscataway,55,4,44,7,1,0.142857
